471.1393 	 11767.6637
0.4856 	 94.4759
0.7599 	 76.6350
0.9835 	 68.2633
1.1730 	 63.3342
1.3372 	 60.1031
1.4816 	 57.8448
1.6102 	 56.1977
1.7259 	 54.9600
1.8308 	 54.0096
1.9267 	 53.2685
2.0149 	 52.6843
2.0963 	 52.2206
2.1719 	 51.8515
2.2424 	 51.5577
2.3084 	 51.3250
2.3704 	 51.1424
2.4288 	 51.0014
2.4839 	 50.8953
2.5362 	 50.8188
2.5858 	 50.7675
2.6331 	 50.7381
2.6782 	 50.7275
2.7213 	 50.7335
2.7626 	 50.7540
2.8022 	 50.7874
2.8403 	 50.8322
2.8770 	 50.8873
2.9124 	 50.9516
2.9466 	 51.0243
2.9797 	 51.1045
3.0118 	 51.1917
3.0429 	 51.2851
3.0731 	 51.3845
3.1025 	 51.4891
3.1311 	 51.5988
3.1590 	 51.7132
3.1862 	 51.8319
3.2128 	 51.9546
3.2388 	 52.0812
3.2642 	 52.2114
3.2892 	 52.3450
3.3137 	 52.4818
3.3377 	 52.6217
3.3613 	 52.7646
3.3845 	 52.9102
3.4073 	 53.0586
3.4298 	 53.2095
3.4520 	 53.3629
3.4739 	 53.5187
3.4955 	 53.6768
3.5168 	 53.8372
3.5379 	 53.9997
3.5588 	 54.1643
3.5794 	 54.3310
3.5999 	 54.4997
3.6201 	 54.6703
3.6402 	 54.8428
3.6601 	 55.0172
3.6799 	 55.1934
3.6995 	 55.3714
3.7190 	 55.5512
3.7383 	 55.7326
3.7576 	 55.9158
3.7768 	 56.1006
3.7958 	 56.2871
3.8148 	 56.4751
3.8337 	 56.6648
3.8525 	 56.8560
3.8713 	 57.0488
3.8900 	 57.2431
3.9086 	 57.4389
3.9272 	 57.6362
3.9457 	 57.8350
3.9643 	 58.0352
3.9828 	 58.2369
4.0012 	 58.4400
4.0197 	 58.6446
4.0381 	 58.8505
4.0565 	 59.0579
4.0749 	 59.2666
4.0933 	 59.4767
4.1117 	 59.6882
4.1301 	 59.9011
4.1485 	 60.1152
4.1669 	 60.3308
4.1853 	 60.5476
4.2038 	 60.7658
4.2222 	 60.9853
4.2407 	 61.2060
4.2592 	 61.4281
4.2777 	 61.6515
4.2963 	 61.8762
4.3149 	 62.1021
4.3335 	 62.3293
4.3522 	 62.5578
4.3709 	 62.7875
4.3896 	 63.0185
4.4084 	 63.2507
4.4272 	 63.4842
4.4461 	 63.7189
4.4650 	 63.9548
4.4840 	 64.1919
4.5030 	 64.4303
4.5220 	 64.6699
4.5412 	 64.9107
4.5603 	 65.1527
4.5796 	 65.3959
4.5988 	 65.6403
4.6182 	 65.8859
4.6376 	 66.1327
4.6571 	 66.3806
4.6766 	 66.6298
4.6962 	 66.8801
4.7158 	 67.1316
4.7356 	 67.3842
4.7553 	 67.6380
4.7752 	 67.8930
4.7951 	 68.1491
4.8151 	 68.4064
4.8352 	 68.6648
4.8553 	 68.9244
4.8755 	 69.1851
4.8958 	 69.4470
4.9161 	 69.7100
4.9365 	 69.9741
4.9570 	 70.2393
4.9776 	 70.5057
4.9982 	 70.7732
5.0189 	 71.0418
5.0397 	 71.3115
5.0606 	 71.5823
5.0816 	 71.8543
5.1026 	 72.1273
5.1237 	 72.4014
5.1449 	 72.6767
5.1661 	 72.9530
5.1875 	 73.2304
5.2089 	 73.5090
5.2304 	 73.7886
5.2520 	 74.0693
5.2737 	 74.3510
5.2954 	 74.6339
5.3173 	 74.9178
5.3392 	 75.2028
5.3612 	 75.4888
5.3833 	 75.7760
5.4054 	 76.0641
5.4277 	 76.3534
5.4500 	 76.6437
5.4724 	 76.9350
